timestamp,day_index,weekday,hour,stage_name,mini_pattern,users,spawn_rate,scale_factor,error_rate,latency_ms,is_weekend,is_anomaly,anomaly_type,severity
1779737311.5701272,0,0,0.83,night,night_watch,3,1.38,0.8401,0.002,43.3,0,0,none,none
1779737327.4006057,0,0,0.835,night,night_watch,6,1.0,0.8195,0.002,47.6,0,0,none,none
1779737343.2881875,0,0,0.839,night,night_watch,4,1.46,0.9225,0.002,44.9,0,0,none,none
1779737359.0465162,0,0,0.844,night,night_watch,4,1.86,0.7724,0.15972,45.7,0,0,none,none
1779737374.9619482,0,0,0.848,night,night_watch,4,1.31,0.931,0.002,50.2,0,0,none,none
1779737390.630728,0,0,0.852,night,night_watch,6,1.39,0.9243,0.002,47.5,0,0,none,none
1779737406.5830538,0,0,0.857,night,night_watch,7,1.59,0.7971,0.002,49.1,0,0,none,none
1779737422.4193044,0,0,0.861,night,night_watch,4,2.14,0.9188,0.002,48.6,0,0,none,none
1779737438.2784743,0,0,0.866,night,night_watch,4,1.6,0.7698,0.002,51.7,0,0,none,none
1779737454.0698278,0,0,0.87,night,night_watch,5,2.09,0.8554,0.002,44.0,0,0,none,none
1779737469.9564793,0,0,0.874,night,night_watch,8,1.59,0.7921,0.002,48.8,0,0,none,none
1779737485.6805844,0,0,0.879,night,night_watch,4,1.0,0.9328,0.15387,45.7,0,0,none,none
1779737501.5841255,0,0,0.883,night,night_watch,10,1.4,0.9227,0.002,52.6,0,0,none,none
1779737517.2614603,0,0,0.888,night,night_watch,7,1.0,0.9262,0.002,50.4,0,0,none,none
1779737533.1157796,0,0,0.892,night,night_watch,7,1.0,0.8239,0.002,46.6,0,0,none,none
1779737548.839309,0,0,0.896,night,night_watch,7,1.8,0.8997,0.002,46.4,0,0,none,none
1779737564.681341,0,0,0.901,night,night_watch,7,1.32,0.9134,0.002,46.4,0,0,none,none
1779737580.4250765,0,0,0.905,night,night_watch,11,1.69,0.8054,0.002,46.8,0,0,none,none
1779737596.2510443,0,0,0.909,night,night_watch,4,1.0,0.8636,0.002,48.2,0,0,none,none
1779737612.0157895,0,0,0.914,night,night_watch,5,1.68,0.8073,0.002,49.6,0,0,none,none
1779737627.820141,0,0,0.918,night,night_watch,4,1.19,0.8448,0.002,47.4,0,0,none,none
1779737643.5205219,0,0,0.923,night,night_watch,9,1.92,0.7889,0.002,44.2,0,0,none,none
1779737659.3257306,0,0,0.927,night,night_watch,7,1.26,0.8275,0.002,48.4,0,0,none,none
1779737675.047438,0,0,0.931,night,night_watch,8,1.0,0.791,0.002,49.4,0,0,none,none
1779737690.8957565,0,0,0.936,night,night_watch,5,1.07,0.8155,0.002,49.2,0,0,none,none
1779737706.6160104,0,0,0.94,night,night_watch,5,1.39,0.8066,0.002,54.0,0,0,none,none
1779737722.520146,0,0,0.945,night,night_watch,5,2.01,0.8358,0.002,51.1,0,0,none,none
1779737738.3120055,0,0,0.949,night,lull,7,1.0,0.8759,0.00351,58.3,0,0,none,none
1779737754.1460245,0,0,0.953,night,lull,9,1.72,0.8204,0.0037,57.0,0,0,none,none
1779737769.9669054,0,0,0.958,night,lull,6,1.52,0.9021,0.00343,55.3,0,0,none,none
1779737785.812793,0,0,0.962,night,lull,4,1.21,0.8647,0.00326,55.8,0,0,none,none
1779737801.5770488,0,0,0.967,night,lull,8,1.56,0.855,0.0036,55.0,0,0,none,none
1779737817.423396,0,0,0.971,night,lull,7,1.24,0.8454,0.00351,49.6,0,0,none,none
1779737833.191937,0,0,0.975,night,lull,6,1.3,0.7873,0.00343,58.6,0,0,none,none
1779737849.2128978,0,0,0.98,night,lull,5,1.37,0.7808,0.00334,57.8,0,0,none,none
1779737864.979482,0,0,0.984,night,lull,6,1.24,0.8208,0.00343,56.0,0,0,none,none
1779737880.8432856,0,0,0.989,night,night_watch,8,1.35,0.8488,0.002,49.1,0,0,none,none
1779737896.6069846,0,0,0.993,night,night_watch,10,1.54,0.8412,0.08251,46.2,0,0,none,none
1779737912.492971,0,0,0.997,night,night_watch,7,1.97,0.887,0.002,49.8,0,0,none,none
1779737928.2876709,0,0,1.002,night,night_watch,8,1.0,0.8976,0.002,47.2,0,0,none,none
1779737944.122181,0,0,1.006,night,night_watch,7,1.98,0.8637,0.002,47.6,0,0,none,none
1779737959.8896332,0,0,1.011,night,night_watch,7,1.75,0.9333,0.002,51.4,0,0,none,none
1779737975.829564,0,0,1.015,night,night_watch,6,1.86,0.8781,0.002,46.0,0,0,none,none
1779737991.5351155,0,0,1.019,night,night_watch,10,1.01,0.9013,0.002,47.3,0,0,none,none
1779738007.3607721,0,0,1.024,night,night_watch,8,1.28,0.781,0.002,49.5,0,0,none,none
1779738023.0879076,0,0,1.028,night,night_watch,4,1.31,0.8359,0.002,47.1,0,0,none,none
1779738038.9070888,0,0,1.032,night,night_watch,10,2.33,0.8246,0.002,47.9,0,0,none,none
1779738054.6375387,0,0,1.037,night,night_watch,6,1.57,0.8514,0.002,43.3,0,0,none,none
1779738070.5803797,0,0,1.041,night,night_watch,4,1.66,0.8544,0.002,50.2,0,0,none,none
1779738086.3924203,0,0,1.046,night,night_watch,6,1.15,0.7726,0.002,49.6,0,0,none,none
1779738102.274692,0,0,1.05,night,night_watch,9,1.83,0.8166,0.002,49.2,0,0,none,none
1779738118.0675128,0,0,1.054,night,night_watch,4,1.99,0.7909,0.002,45.0,0,0,none,none
1779738133.953578,0,0,1.059,night,night_watch,8,1.69,0.787,0.002,48.2,0,0,none,none
1779738149.6449049,0,0,1.063,night,night_watch,9,1.76,0.8913,0.002,45.1,0,0,none,none
1779738165.4843118,0,0,1.068,night,night_watch,8,1.49,0.7875,0.00256,49.4,0,1,memory_leak,medium
1779738181.2420385,0,0,1.072,night,night_watch,5,1.0,0.8219,0.00238,52.9,0,1,memory_leak,medium
1779738197.185922,0,0,1.076,night,night_watch,10,1.9,0.9239,0.0027,49.9,0,1,memory_leak,medium
1779738212.9789658,0,0,1.081,night,night_watch,8,1.0,0.879,0.00256,49.4,0,1,memory_leak,medium
1779738228.7831464,0,0,1.085,night,night_watch,8,1.88,0.826,0.00256,51.6,0,1,memory_leak,medium
1779738244.6041372,0,0,1.09,night,night_watch,5,1.64,0.798,0.00238,48.4,0,1,memory_leak,medium
1779738260.4526076,0,0,1.094,night,night_watch,12,1.97,0.805,0.00284,46.8,0,1,memory_leak,medium
1779738276.2691853,0,0,1.098,night,night_watch,7,1.0,0.8381,0.002,47.9,0,0,none,none
1779738292.1063828,0,0,1.103,night,night_watch,10,1.54,0.8541,0.002,46.0,0,0,none,none
1779738307.8546762,0,0,1.107,night,night_watch,5,1.39,0.8244,0.002,52.3,0,0,none,none
1779738323.7900453,0,0,1.112,night,night_watch,7,1.05,0.8845,0.002,48.4,0,0,none,none
1779738339.5132775,0,0,1.116,night,night_watch,4,1.03,0.8528,0.002,47.0,0,0,none,none
1779738355.3656073,0,0,1.12,night,night_watch,11,1.65,0.8462,0.002,49.4,0,0,none,none
1779738371.0620608,0,0,1.125,night,night_watch,10,1.32,0.868,0.15114,50.1,0,0,none,none
1779738386.905656,0,0,1.129,night,night_watch,6,1.62,0.9193,0.002,50.7,0,0,none,none
1779738402.6953776,0,0,1.134,night,night_watch,5,1.96,0.8113,0.12081,48.4,0,0,none,none
1779738418.483232,0,0,1.138,night,lull,7,1.0,0.7991,0.00351,54.4,0,0,none,none
1779738434.2147076,0,0,1.142,night,lull,4,1.53,0.874,0.00326,53.7,0,0,none,none
1779738450.1449506,0,0,1.147,night,lull,6,1.93,0.7952,0.00343,56.3,0,0,none,none
1779738465.9211516,0,0,1.151,night,lull,4,1.41,0.8087,0.00326,53.6,0,0,none,none
1779738481.882102,0,0,1.156,night,lull,8,1.0,0.91,0.07788,57.9,0,0,none,none
1779738497.5969179,0,0,1.16,night,lull,10,1.59,0.8629,0.00379,54.4,0,0,none,none
1779738513.4090683,0,0,1.164,night,lull,10,1.0,0.8734,0.00379,59.4,0,0,none,none
1779738529.193423,0,0,1.169,night,lull,8,1.71,0.8406,0.12972,57.5,0,0,none,none
1779738545.062085,0,0,1.173,night,night_watch,9,1.0,0.786,0.2214,45.2,0,0,none,none
1779738560.8731577,0,0,1.177,night,night_watch,10,1.49,0.9066,0.002,49.3,0,0,none,none
1779738576.701343,0,0,1.182,night,night_watch,6,1.42,0.8647,0.002,46.2,0,0,none,none
1779738592.3666317,0,0,1.186,night,night_watch,7,1.31,0.91,0.002,47.0,0,0,none,none
