timestamp,cpu_usage_percent,day_index,weekday,hour,stage_name,mini_pattern,users,spawn_rate,scale_factor,error_rate,latency_ms,is_weekend,is_anomaly,anomaly_type,severity
1779735690,21.550847457626134,0,0,0.409,night,night_watch,4,4.81,0.8479,0.002,164.6,0,1,slow_deploy,low
1779735705,21.494067796611805,0,0,0.413,night,night_watch,5,4.16,0.9016,0.24151,156.1,0,1,slow_deploy,low
1779735720,21.476271186441764,0,0,0.418,night,night_watch,9,1.0,0.8018,0.002,46.7,0,0,none,none
1779735735,21.563559322034887,0,0,0.422,night,night_watch,8,2.08,0.895,0.002,50.2,0,0,none,none
1779735750,21.555932203389883,0,0,0.427,night,night_watch,8,1.73,0.8583,0.002,51.2,0,0,none,none
1779735765,21.6677966101689,0,0,0.431,night,night_watch,4,1.0,0.8519,0.002,50.9,0,0,none,none
1779735780,21.601694915253745,0,0,0.435,night,night_watch,8,1.52,0.8331,0.002,46.3,0,0,none,none
1779735795,21.63135593220462,0,0,0.44,night,night_watch,10,1.8,0.8255,0.002,48.2,0,0,none,none
1779735810,21.6500000000001,0,0,0.444,night,night_watch,5,1.89,0.8295,0.002,51.5,0,0,none,none
1779735825,21.49406779661057,0,0,0.449,night,night_watch,6,1.06,0.8087,0.002,50.6,0,0,none,none
1779735840,21.5296610169494,0,0,0.453,night,night_watch,9,1.68,0.866,0.15803,54.8,0,0,none,none
1779735855,21.554237288135305,0,0,0.457,night,night_watch,9,1.5,0.8096,0.002,51.8,0,0,none,none
1779735870,21.60000000000163,0,0,0.462,night,night_watch,3,1.49,0.9109,0.002,45.0,0,0,none,none
1779735885,21.677966101693936,0,0,0.466,night,batch_storm,8,1.0,0.9198,0.01171,109.7,0,0,none,none
1779735900,21.62033898305046,0,0,0.471,night,batch_storm,5,1.0,0.9257,0.01086,112.6,0,0,none,none
1779735915,21.111016949151363,0,0,0.475,night,batch_storm,10,1.06,0.7739,0.01232,114.6,0,0,none,none
1779735930,21.04237288135371,0,0,0.479,night,batch_storm,4,2.06,0.8992,0.01059,108.6,0,0,none,none
1779735945,21.229661016947475,0,0,0.484,night,batch_storm,6,1.36,0.8038,0.01113,110.2,0,0,none,none
1779735960,21.18728813559401,0,0,0.488,night,batch_storm,8,1.41,0.8529,0.01171,106.7,0,0,none,none
1779735975,21.293220338983843,0,0,0.492,night,batch_storm,7,2.19,0.8915,0.01142,113.6,0,0,none,none
1779735990,21.292372881355934,0,0,0.497,night,batch_storm,7,1.5,0.8555,0.11652,112.4,0,0,none,none
1779736005,21.286440677965512,0,0,0.501,night,batch_storm,3,1.17,0.8505,0.01034,109.6,0,0,none,none
1779736020,21.28813559322009,0,0,0.506,night,batch_storm,9,1.95,0.7963,0.01201,102.8,0,0,none,none
1779736035,21.10254237288092,0,0,0.51,night,batch_storm,8,2.01,0.8285,0.01171,113.3,0,0,none,none
1779736050,21.38898305084618,0,0,0.514,night,batch_storm,8,1.73,0.8049,0.01171,111.9,0,0,none,none
1779736065,21.327118644066868,0,0,0.519,night,batch_storm,5,1.31,0.7985,0.1551,111.6,0,0,none,none
1779736080,21.278813559320508,0,0,0.523,night,batch_storm,9,1.0,0.8035,0.01201,113.8,0,0,none,none
1779736095,21.427118644067495,0,0,0.528,night,batch_storm,5,1.83,0.8289,0.01086,119.2,0,0,none,none
1779736110,21.444915254236307,0,0,0.532,night,batch_storm,4,1.35,0.9171,0.17272,111.8,0,0,none,none
1779736125,21.46694915254217,0,0,0.536,night,night_watch,9,1.45,0.9101,0.002,46.9,0,0,none,none
1779736140,21.47033898305011,0,0,0.541,night,night_watch,6,1.0,0.7981,0.002,48.2,0,0,none,none
1779736155,21.596610169492457,0,0,0.545,night,night_watch,9,1.11,0.7738,0.002,49.8,0,0,none,none
1779736170,21.517796610169796,0,0,0.55,night,night_watch,5,1.49,0.7883,0.002,46.7,0,0,none,none
1779736185,21.50254237288348,0,0,0.554,night,night_watch,9,1.68,0.8585,0.002,52.2,0,0,none,none
1779736200,21.49576271186392,0,0,0.558,night,night_watch,4,1.0,0.8666,0.19715,47.6,0,0,none,none
1779736215,21.57711864406908,0,0,0.563,night,night_watch,8,1.0,0.8422,0.002,47.7,0,0,none,none
1779736230,21.674576271187227,0,0,0.567,night,night_watch,6,1.97,0.8392,0.002,45.6,0,0,none,none
1779736245,21.590677966102035,0,0,0.571,night,night_watch,4,1.18,0.8594,0.16596,45.8,0,0,none,none
1779736260,21.61101694915457,0,0,0.576,night,night_watch,7,1.58,0.7977,0.002,46.6,0,0,none,none
1779736275,21.45169491525464,0,0,0.58,night,night_watch,8,1.18,0.7676,0.05203,47.2,0,0,none,none
1779736290,21.420338983050403,0,0,0.585,night,night_watch,8,1.0,0.9247,0.002,50.5,0,0,none,none
1779736305,21.296610169493,0,0,0.589,night,night_watch,9,2.02,0.8283,0.002,46.9,0,0,none,none
1779736320,21.50508474575981,0,0,0.593,night,night_watch,6,1.91,0.829,0.002,46.8,0,0,none,none
1779736335,21.47372881355928,0,0,0.598,night,night_watch,6,1.84,0.8727,0.002,53.8,0,0,none,none
1779736350,21.386440677964924,0,0,0.602,night,night_watch,9,2.15,0.7904,0.002,50.2,0,0,none,none
1779736365,21.35847457626985,0,0,0.607,night,night_watch,10,1.86,0.7701,0.002,48.8,0,0,none,none
1779736380,21.41101694915205,0,0,0.611,night,night_watch,7,1.9,0.8161,0.002,51.3,0,0,none,none
1779736395,21.32118644067644,0,0,0.615,night,night_watch,7,1.97,0.782,0.002,48.2,0,0,none,none
1779736410,21.41186440677873,0,0,0.62,night,night_watch,7,1.05,0.836,0.11071,43.7,0,0,none,none
1779736425,21.396610169491183,0,0,0.624,night,lull,4,1.13,0.8613,0.00326,52.1,0,0,none,none
1779736440,21.48135593220305,0,0,0.629,night,lull,9,1.26,0.9089,0.0037,53.1,0,0,none,none
1779736455,21.594067796611206,0,0,0.633,night,lull,7,1.22,0.9184,0.00351,54.0,0,0,none,none
1779736470,21.672033898305976,0,0,0.637,night,lull,7,1.03,0.8506,0.00351,53.2,0,0,none,none
1779736485,21.738983050847803,0,0,0.642,night,lull,7,1.65,0.8382,0.00351,55.1,0,0,none,none
1779736500,21.78305084745832,0,0,0.646,night,lull,7,1.3,0.9019,0.00351,53.5,0,0,none,none
1779736515,21.81016949152671,0,0,0.65,night,lull,5,1.38,0.793,0.00334,54.1,0,0,none,none
1779736530,21.76694915254287,0,0,0.655,night,lull,6,2.09,0.8808,0.00343,57.1,0,0,none,none
1779736545,21.807627118644213,0,0,0.659,night,night_watch,5,1.28,0.8044,0.002,45.9,0,0,none,none
1779736560,21.83220338983135,0,0,0.664,night,night_watch,8,1.49,0.8815,0.002,54.1,0,0,none,none
1779736575,22.003389830508425,0,0,0.668,night,night_watch,6,1.2,0.9277,0.002,48.4,0,0,none,none
1779736590,22.02796610169556,0,0,0.672,night,night_watch,4,1.29,0.8974,0.002,49.0,0,0,none,none
1779736605,22.10254237288116,0,0,0.677,night,night_watch,10,1.53,0.8517,0.002,46.6,0,0,none,none
1779736620,22.21949152542393,0,0,0.681,night,night_watch,5,2.07,0.8052,0.002,50.5,0,0,none,none
1779736635,22.06694915254479,0,0,0.685,night,night_watch,5,1.38,0.7943,0.002,45.4,0,0,none,none
1779736650,21.98474576271172,0,0,0.69,night,night_watch,5,1.11,0.871,0.002,46.2,0,0,none,none
1779736665,22.06610169491442,0,0,0.694,night,night_watch,7,2.32,0.8574,0.002,49.6,0,0,none,none
1779736680,22.088983050849432,0,0,0.699,night,night_watch,5,1.21,0.9086,0.002,52.2,0,0,none,none
1779736695,22.026271186440983,0,0,0.703,night,night_watch,3,1.6,0.9297,0.002,46.2,0,0,none,none
1779736710,21.95762711864333,0,0,0.707,night,night_watch,7,2.02,0.8438,0.002,47.6,0,0,none,none
1779736725,21.9296610169495,0,0,0.712,night,night_watch,8,1.93,0.8234,0.15475,48.0,0,0,none,none
1779736740,21.827118644066367,0,0,0.716,night,night_watch,7,1.29,0.8637,0.002,47.7,0,0,none,none
1779736755,21.695762711863964,0,0,0.721,night,night_watch,3,1.0,0.8751,0.002,49.4,0,0,none,none
1779736770,21.689830508476003,0,0,0.725,night,night_watch,4,1.63,0.8293,0.002,52.6,0,0,none,none
1779736785,21.76949152542412,0,0,0.729,night,night_watch,7,1.98,0.784,0.002,48.3,0,0,none,none
1779736800,21.61864406779588,0,0,0.734,night,night_watch,3,1.58,0.771,0.002,49.4,0,0,none,none
1779736815,21.445762711862983,0,0,0.738,night,night_watch,7,2.01,0.9282,0.002,47.9,0,0,none,none
1779736830,21.632203389831297,0,0,0.743,night,night_watch,10,1.0,0.919,0.002,51.0,0,0,none,none
1779736845,21.66525423728888,0,0,0.747,night,night_watch,12,1.49,0.86,0.00289,51.6,0,1,memory_leak,medium
1779736860,21.57457627118783,0,0,0.751,night,night_watch,7,1.0,0.7745,0.00254,48.2,0,1,memory_leak,medium
1779736875,21.48305084745763,0,0,0.756,night,lull,5,1.76,0.8824,0.00483,57.3,0,1,memory_leak,medium
1779736890,21.81101694915215,0,0,0.76,night,lull,8,1.86,0.7666,0.00521,57.7,0,1,memory_leak,medium
1779736905,21.772033898305377,0,0,0.765,night,lull,5,1.46,0.782,0.00483,49.4,0,1,memory_leak,medium
1779736920,22.11440677966077,0,0,0.769,night,lull,8,1.32,0.9322,0.0036,54.6,0,0,none,none
1779736935,21.9864406779663,0,0,0.773,night,lull,8,1.08,0.7887,0.0036,56.9,0,0,none,none
1779736950,22.204237288135158,0,0,0.778,night,lull,6,1.69,0.8567,0.00343,55.7,0,0,none,none
1779736965,22.176271186438857,0,0,0.782,night,lull,9,1.88,0.852,0.13916,52.6,0,0,none,none
1779736980,22.20306980969789,0,0,0.787,night,night_watch,6,1.79,0.8976,0.002,45.1,0,0,none,none
1779736995,22.15762711864462,0,0,0.791,night,night_watch,7,1.0,0.7739,0.002,49.8,0,0,none,none
1779737010,22.237288135592724,0,0,0.795,night,night_watch,6,1.47,0.7699,0.002,46.3,0,0,none,none
1779737025,22.3550847457634,0,0,0.8,night,night_watch,8,1.3,0.844,0.002,49.7,0,0,none,none
1779737040,22.390677966101013,0,0,0.804,night,night_watch,4,1.74,0.7957,0.002,49.1,0,0,none,none
1779737055,22.417796610170623,0,0,0.808,night,night_watch,8,1.0,0.9184,0.002,48.8,0,0,none,none
1779737070,22.41271186440688,0,0,0.813,night,night_watch,4,1.13,0.8185,0.002,49.8,0,0,none,none
1779737085,22.42881355932357,0,0,0.817,night,night_watch,5,1.76,0.8113,0.002,46.7,0,0,none,none
1779737100,22.506779661018328,0,0,0.822,night,night_watch,4,1.25,0.8181,0.002,48.1,0,0,none,none
1779737115,22.47881355932204,0,0,0.826,night,night_watch,8,1.73,0.7894,0.002,47.8,0,0,none,none
1779737130,22.473728813559525,0,0,0.83,night,night_watch,3,1.38,0.8401,0.002,43.3,0,0,none,none
1779737145,22.25932203389737,0,0,0.835,night,night_watch,6,1.0,0.8195,0.002,47.6,0,0,none,none
1779737160,22.30254237288121,0,0,0.839,night,night_watch,4,1.46,0.9225,0.002,44.9,0,0,none,none
1779737175,22.27033898305031,0,0,0.844,night,night_watch,4,1.86,0.7724,0.15972,45.7,0,0,none,none
1779737190,22.304237288134555,0,0,0.848,night,night_watch,4,1.31,0.931,0.002,50.2,0,0,none,none
1779737205,22.22711864406647,0,0,0.852,night,night_watch,6,1.39,0.9243,0.002,47.5,0,0,none,none
1779737220,22.09406779660825,0,0,0.857,night,night_watch,7,1.59,0.7971,0.002,49.1,0,0,none,none
1779737235,21.9152542372874,0,0,0.861,night,night_watch,4,2.14,0.9188,0.002,48.6,0,0,none,none
1779737250,21.95762711864333,0,0,0.866,night,night_watch,4,1.6,0.7698,0.002,51.7,0,0,none,none
1779737265,21.96440677966289,0,0,0.87,night,night_watch,5,2.09,0.8554,0.002,44.0,0,0,none,none
1779737280,21.859322033898497,0,0,0.874,night,night_watch,8,1.59,0.7921,0.002,48.8,0,0,none,none
1779737295,21.85932203389974,0,0,0.879,night,night_watch,4,1.0,0.9328,0.15387,45.7,0,0,none,none
1779737310,21.79576271186337,0,0,0.883,night,night_watch,10,1.4,0.9227,0.002,52.6,0,0,none,none
1779737325,21.73644067796532,0,0,0.888,night,night_watch,7,1.0,0.9262,0.002,50.4,0,0,none,none
1779737340,21.75847457627118,0,0,0.892,night,night_watch,7,1.0,0.8239,0.002,46.6,0,0,none,none
1779737355,21.739830508473247,0,0,0.896,night,night_watch,7,1.8,0.8997,0.002,46.4,0,0,none,none
1779737370,21.69661016949064,0,0,0.901,night,night_watch,7,1.32,0.9134,0.002,46.4,0,0,none,none
1779737385,21.690677966101457,0,0,0.905,night,night_watch,11,1.69,0.8054,0.002,46.8,0,0,none,none
1779737400,21.580508474575776,0,0,0.909,night,night_watch,4,1.0,0.8636,0.002,48.2,0,0,none,none
1779737415,21.47881355932302,0,0,0.914,night,night_watch,5,1.68,0.8073,0.002,49.6,0,0,none,none
1779737430,21.66779661016891,0,0,0.918,night,night_watch,4,1.19,0.8448,0.002,47.4,0,0,none,none
1779737445,21.731355932201566,0,0,0.923,night,night_watch,9,1.92,0.7889,0.002,44.2,0,0,none,none
1779737460,21.838983050848448,0,0,0.927,night,night_watch,7,1.26,0.8275,0.002,48.4,0,0,none,none
1779737475,21.836440677965957,0,0,0.931,night,night_watch,8,1.0,0.791,0.002,49.4,0,0,none,none
1779737490,21.572881355932005,0,0,0.936,night,night_watch,5,1.07,0.8155,0.002,49.2,0,0,none,none
1779737505,21.5254237288148,0,0,0.94,night,night_watch,5,1.39,0.8066,0.002,54.0,0,0,none,none
1779737520,21.577118644066616,0,0,0.945,night,night_watch,5,2.01,0.8358,0.002,51.1,0,0,none,none
1779737535,21.51016949152602,0,0,0.949,night,lull,7,1.0,0.8759,0.00351,58.3,0,0,none,none
1779737550,21.71271186440733,0,0,0.953,night,lull,9,1.72,0.8204,0.0037,57.0,0,0,none,none
1779737565,21.7635593220337,0,0,0.958,night,lull,6,1.52,0.9021,0.00343,55.3,0,0,none,none
1779737580,21.62966101694881,0,0,0.962,night,lull,4,1.21,0.8647,0.00326,55.8,0,0,none,none
1779737595,21.570338983051982,0,0,0.967,night,lull,8,1.56,0.855,0.0036,55.0,0,0,none,none
1779737610,21.51101694915269,0,0,0.971,night,lull,7,1.24,0.8454,0.00351,49.6,0,0,none,none
1779737625,21.54830508474488,0,0,0.975,night,lull,6,1.3,0.7873,0.00343,58.6,0,0,none,none
1779737640,21.57033898304952,0,0,0.98,night,lull,5,1.37,0.7808,0.00334,57.8,0,0,none,none
1779737655,21.553389830508628,0,0,0.984,night,lull,6,1.24,0.8208,0.00343,56.0,0,0,none,none
1779737670,21.54322033898236,0,0,0.989,night,night_watch,8,1.35,0.8488,0.002,49.1,0,0,none,none
1779737685,21.51779661016855,0,0,0.993,night,night_watch,10,1.54,0.8412,0.08251,46.2,0,0,none,none
1779737700,21.565254237289462,0,0,0.997,night,night_watch,7,1.97,0.887,0.002,49.8,0,0,none,none
1779737715,21.42542372881292,0,0,1.002,night,night_watch,8,1.0,0.8976,0.002,47.2,0,0,none,none
1779737730,21.18050847457692,0,0,1.006,night,night_watch,7,1.98,0.8637,0.002,47.6,0,0,none,none
1779737745,21.259322033898357,0,0,1.011,night,night_watch,7,1.75,0.9333,0.002,51.4,0,0,none,none
1779737760,21.288135593221323,0,0,1.015,night,night_watch,6,1.86,0.8781,0.002,46.0,0,0,none,none
1779737775,21.306779661016797,0,0,1.019,night,night_watch,10,1.01,0.9013,0.002,47.3,0,0,none,none
1779737790,21.25677966101587,0,0,1.024,night,night_watch,8,1.28,0.781,0.002,49.5,0,0,none,none
1779737805,21.220338983049118,0,0,1.028,night,night_watch,4,1.31,0.8359,0.002,47.1,0,0,none,none
1779737820,21.17372881355981,0,0,1.032,night,night_watch,10,2.33,0.8246,0.002,47.9,0,0,none,none
1779737835,20.997457627117758,0,0,1.037,night,night_watch,6,1.57,0.8514,0.002,43.3,0,0,none,none
1779737850,21.225423728814107,0,0,1.041,night,night_watch,4,1.66,0.8544,0.002,50.2,0,0,none,none
1779737865,21.27288135593132,0,0,1.046,night,night_watch,6,1.15,0.7726,0.002,49.6,0,0,none,none
1779737880,21.2847457627134,0,0,1.05,night,night_watch,9,1.83,0.8166,0.002,49.2,0,0,none,none
1779737895,21.277118644068395,0,0,1.054,night,night_watch,4,1.99,0.7909,0.002,45.0,0,0,none,none
1779737910,21.270338983050063,0,0,1.059,night,night_watch,8,1.69,0.787,0.002,48.2,0,0,none,none
1779737925,21.329661016950585,0,0,1.063,night,night_watch,9,1.76,0.8913,0.002,45.1,0,0,none,none
1779737940,21.405932203389533,0,0,1.068,night,night_watch,8,1.49,0.7875,0.00256,49.4,0,1,memory_leak,medium
1779737955,21.3415254237302,0,0,1.072,night,night_watch,5,1.0,0.8219,0.00238,52.9,0,1,memory_leak,medium
1779737970,21.238135593221628,0,0,1.076,night,night_watch,10,1.9,0.9239,0.0027,49.9,0,1,memory_leak,medium
1779737985,21.36525423728819,0,0,1.081,night,night_watch,8,1.0,0.879,0.00256,49.4,0,1,memory_leak,medium
1779738000,21.453389830509217,0,0,1.085,night,night_watch,8,1.88,0.826,0.00256,51.6,0,1,memory_leak,medium
1779738015,21.450847457626733,0,0,1.09,night,night_watch,5,1.64,0.798,0.00238,48.4,0,1,memory_leak,medium
1779738030,21.46610169491428,0,0,1.094,night,night_watch,12,1.97,0.805,0.00284,46.8,0,1,memory_leak,medium
1779738045,21.377966101693247,0,0,1.098,night,night_watch,7,1.0,0.8381,0.002,47.9,0,0,none,none
1779738060,21.47711864406844,0,0,1.103,night,night_watch,10,1.54,0.8541,0.002,46.0,0,0,none,none
1779738075,21.384745762711567,0,0,1.107,night,night_watch,5,1.39,0.8244,0.002,52.3,0,0,none,none
1779738090,21.44152542372837,0,0,1.112,night,night_watch,7,1.05,0.8845,0.002,48.4,0,0,none,none
1779738105,21.47203389830592,0,0,1.116,night,night_watch,4,1.03,0.8528,0.002,47.0,0,0,none,none
1779738120,21.618644067798343,0,0,1.12,night,night_watch,11,1.65,0.8462,0.002,49.4,0,0,none,none
1779738135,21.58983050847536,0,0,1.125,night,night_watch,10,1.32,0.868,0.15114,50.1,0,0,none,none
1779738150,21.464406779659683,0,0,1.129,night,night_watch,6,1.62,0.9193,0.002,50.7,0,0,none,none
1779738165,21.55932203389781,0,0,1.134,night,night_watch,5,1.96,0.8113,0.12081,48.4,0,0,none,none
1779738180,21.54745762711821,0,0,1.138,night,lull,7,1.0,0.7991,0.00351,54.4,0,0,none,none
1779738195,21.6533898305068,0,0,1.142,night,lull,4,1.53,0.874,0.00326,53.7,0,0,none,none
1779738210,21.681355932203093,0,0,1.147,night,lull,6,1.93,0.7952,0.00343,56.3,0,0,none,none
1779738225,21.71779661016984,0,0,1.151,night,lull,4,1.41,0.8087,0.00326,53.6,0,0,none,none
1779738240,21.570338983051982,0,0,1.156,night,lull,8,1.0,0.91,0.07788,57.9,0,0,none,none
1779738255,21.807627118644213,0,0,1.16,night,lull,10,1.59,0.8629,0.00379,54.4,0,0,none,none
